"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Answer.Comments","Answer.information_need_code","Answer.information_need_env","Answer.information_need_goal","Answer.information_need_ner","Answer.information_need_rephrase","Answer.information_need_results","Approve","Reject"
"302OLP89DZHQT1HD2AIVRGBHZRBCAT","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:28:57 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:28:57 PST 2020","","","3TVSS0C0E2A69FKLF3EFNZ3SGN7WTL","A114SLF6QMZ0O7","Submitted","Tue Oct 27 19:58:04 PDT 2020","Tue Oct 27 19:58:28 PDT 2020","Fri Oct 30 19:58:28 PDT 2020","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","post_11","pandas are going extinct , mostly due to habitat destruction . this leads me to the question :   how fast can an average adult panda run ? ( more specifically giant panda )","{}","","","","","",""
"307L9TDWJY290KFJILCZKJRNSLXN3Q","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:34 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:34 PST 2020","","","39DD6S19JQL8ER7T0V9RNHX9UFOZEO","A114SLF6QMZ0O7","Submitted","Tue Oct 27 19:46:12 PDT 2020","Tue Oct 27 19:46:49 PDT 2020","Fri Oct 30 19:46:49 PDT 2020","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","post_98","how can we find the closed form of  > $ $ \int_{0}^{\infty}{1+x+x^2+\cdots+x^{n}\over x^2}\cdot{1-\cos(ax)\over e^x}\mathrm dx = f(a , n)+a\arctan(a)\color{red}?\tag1$$  $ $ \int_{0}^{\infty}{1-x^{n+1}\over x^2-x^3}\cdot{1-\cos(ax)\over e^x}\mathrm dx = i+j\tag2$$  $ $ i=\int_{0}^{\infty}{1-\cos(ax)\over x^2-x^3}e^{-x}\mathrm dx$$  $ $ j=\int_{0}^{\infty}{1-\cos(ax)\over x^2-x^3}x^{1+n}e^{-x}\mathrm dx$$  so the general integral we have to evaluate is  > $ $ k=\int_{0}^{\infty}{1-\cos(ax)\over 1-x}x^{n}e^{-x}\mathrm dx\tag3$$  split $ ( 3)$  $ $ \int_{0}^{\infty}{x^ne^{-x}\over 1-x}\mathrm dx-\int_{0}^{\infty}{x^ne^{-x}\cos(ax)\over 1-x}\mathrm dx\tag4$$  applying laplace transform :  $ $ l\left({x^n\over 1-x}\right)=?$$  and  $ $ l\left({x^n\cos(ax)\over 1-x}\right)=?$$  $ $ ... $ $","{}","","","","","",""
"309D674SHZVVCBM58OIRMRVNH9WCBO","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:02 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:02 PST 2020","","","3ZAK8W07I5OS12YPM1B4L0GQYWZU08","A114SLF6QMZ0O7","Submitted","Tue Oct 27 19:48:30 PDT 2020","Tue Oct 27 19:49:12 PDT 2020","Fri Oct 30 19:49:12 PDT 2020","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","post_19","i 'm having a set of points in the form :    [ a /255]^(1/x)= ( b/255 )  i need to find x in the equation . where a & b are set of constants ranging from 0 - 255 . please provide me some methods to solve this equation with explanation . assume i 'm having very little knowledge in this math involved .","{}","0","","5","","",""
"30EMX9PEVKTCCVFVBNLK0ZIVQ6RKSA","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:44 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:44 PST 2020","","","39LOEL67OTFQKXQ92LSIR6W84HS38X","A114SLF6QMZ0O7","Submitted","Tue Oct 27 20:47:16 PDT 2020","Tue Oct 27 20:47:30 PDT 2020","Fri Oct 30 20:47:30 PDT 2020","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","post_123","is there a name for and used in   "" a , b , .... and z "" e.g.  "" i got an apple , orange , watermelon , ...   and a boeing 747 ""  is there a name for final "" , "" transmogrifying gloriously into an "" and "" miracle ?","{}","","","","3","4",""
"30IRMPJWDZT0BGFIWYLFAPDZ448KRM","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:40 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:40 PST 2020","","","30BUDKLTXE5A7DN4T72BYDQETGH5EO","A114SLF6QMZ0O7","Submitted","Tue Oct 27 20:52:10 PDT 2020","Tue Oct 27 20:52:21 PDT 2020","Fri Oct 30 20:52:21 PDT 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","post_117","this is a venn diagrams homework . i do n't understand why the answer to this problem is 511 . i know that ( a ∪ b ) - ( a ∩ b ) = 7 .  > set a has 6 members , set b has 8 members , and a ∩ b has 5 members . how many no - empty subsets of ( a ∪ b)are there ?","{}","","","","","4",""
"30Z7M1Q8UYUOHYR0LY2QPUFY90QA8L","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:28:56 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:28:56 PST 2020","","","3E4GGUZ1T91LUGWR7ABGY107T3LK2L","A114SLF6QMZ0O7","Submitted","Tue Oct 27 19:15:57 PDT 2020","Tue Oct 27 19:17:22 PDT 2020","Fri Oct 30 19:17:22 PDT 2020","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","post_4","yesterday , for around 10 minutes , my haproxy served a lot of 503 pages ( directly from ` errorfile 503 /etc / haproxy / errors/503.http ` ) and i do n't know why . i have no health checks to my backends , so for sure these were not marked as disabled . the stats page does n't show that a limit was reached ( in the marked red areas ) .  [ ! [ haproxy stats page][1]][1 ]  where should i look at next to figure out why did that happen ?    [ 1 ] : https://i.stack.imgur.com/i8bsz.png","{}","","","","","","1"
"31MBOZ6PAO17PK8HZ17L0URST3ACLB","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:30 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:30 PST 2020","","","32N49TQG3HSOFUL7JTI26SUMLPKVAP","A114SLF6QMZ0O7","Submitted","Tue Oct 27 21:12:23 PDT 2020","Tue Oct 27 21:12:34 PDT 2020","Fri Oct 30 21:12:34 PDT 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","post_89","give an example of a linear map $ t\epsilon \mathcal{l}(\mathbb{r}^4 \to \mathbb{r}^4)$ such that $ \text{null}(t ) = \text{range}(t)$.  i came up with $ $ \text{let}\ ( e_1 , e_2 , e_3 , e_4)\ \text{be a basis of}\ \mathbb{r}^4\ \text{and let}\ t \epsilon \mathcal{l}(\mathbb{r}^4 \to \mathbb{r}^4)\ \text{such that}$$ $ $ t(e_1)=t(e_2)=0$$$$t(e_3)=e_3$$$$t(e_4)=e_4$$.  is this example so trivial as to be invalid , and if so , what would have been a better example ?","{}","","","","","4",""
"31N9JPQXIPSOUSMIX611ODSXBQFHNR","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:10 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:10 PST 2020","","","3FDJT1UU75IDTDFEPTDEW83JDDD5K8","A114SLF6QMZ0O7","Submitted","Tue Oct 27 21:03:19 PDT 2020","Tue Oct 27 21:04:01 PDT 2020","Fri Oct 30 21:04:01 PDT 2020","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","post_37","is there an alternative to ` input director ` for mac os x , which will seamlessly move mouse from windows pc to mac os ? ` synergy ` does it only through shortcut key and have n't been updated for ages .","{}","","","","","4",""
"31N9JPQXIPSOUSMIX611ODSXBQFNHX","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:30:07 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:30:07 PST 2020","","","3K3R2QNK8CDAXWM2MXUXEBHJ10TU9K","A114SLF6QMZ0O7","Submitted","Tue Oct 27 20:02:26 PDT 2020","Tue Oct 27 20:02:29 PDT 2020","Fri Oct 30 20:02:29 PDT 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","post_138","初投稿になります 。  monacaを使ってハイブリットアプリを作成しまして、ios版は無事リリース出来たのですが、android版で躓いています 。  androidでデバッグビルドして動作検証した際、エラーが多発するため、一個一個メソッドやプラグインの検証を重ねた結果 、  https://github.com/tkyaji/cordova-plugin-crypt-file  こちらのプラグインと 、  fileapiの、window.resolvelocalfilesystemurl()を併用した際、エラーとなることが分かりました 。  * * file:// * * を * * http://localhost/ * * に変換しているせいなのかと思い、色々指定を変えてみたのですが、自分の力では実行に至りませんでした 。  どなたか解決方法や代用プラグイン等ご存じの方が居ましたが、教えて頂けないでしょうか 。  よろしくお願いします 。","{}","","","","","",""
"324N5FAHSXLS4NWZ5IQPBM22PALKVF","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Tue Oct 27 15:29:50 PDT 2020","1","BatchId:298119;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:29:50 PST 2020","","","3NL0RFNU0GXVXUBEBOU4RGX5DHHK4H","A114SLF6QMZ0O7","Submitted","Tue Oct 27 19:25:40 PDT 2020","Tue Oct 27 19:25:55 PDT 2020","Fri Oct 30 19:25:55 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","post_142","is there a way for saving a session in 11.04 ?","{}","","","","","4",""
