"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.adequacy_cb","Answer.fluency_cb","Approve","Reject"
"38G0E1M85MF67J1BZWURH9B0S9XUVH","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","39GXDJN2OUOAW6SSMVYOA1ORV27V8A","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:20:06 PST 2020","Sun Nov 08 19:20:22 PST 2020","Wed Nov 11 19:20:22 PST 2020","Wed Nov 11 19:20:28 PST 2020","","","16","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you please share your code ?","{}","1","1"
"3HXK2V1N4KPE5A2ERHLZBPDYM3Q2GI","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3M68NM076IHVZLSNKWWGPQ3X4156R7","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:23:22 PST 2020","Sun Nov 08 19:23:31 PST 2020","Wed Nov 11 19:23:31 PST 2020","Wed Nov 11 19:24:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","can you share your code ?","{}","1","1"
"372AGES0I4F6VGEPVH040JL11L1XRJ","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","33IZTU6J82BKJFCW085BFDLDN7MXSF","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:21:49 PST 2020","Sun Nov 08 19:22:13 PST 2020","Wed Nov 11 19:22:13 PST 2020","Wed Nov 11 19:22:28 PST 2020","","","24","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","1","1"
"3S37Y8CWI8AK5A71A085Q7WK05C4WF","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3NGI5ARFTUFFGMBB1YGAPZC1V811PC","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:25:16 PST 2020","Sun Nov 08 19:25:21 PST 2020","Wed Nov 11 19:25:21 PST 2020","Wed Nov 11 19:25:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you please share your code ?","{}","0","1"
"3PA41K45VNER4OSJ0CSH1P8YYAZ7P7","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3PJUZCGDJ7QCZZFPJUTSIJZU4AP989","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:26:13 PST 2020","Sun Nov 08 19:26:20 PST 2020","Wed Nov 11 19:26:20 PST 2020","Wed Nov 11 19:26:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","do you want to create a new theme ?","{}","1","1"
"37Y5RYYI0PFIWVE2A609QTQXNNKXS7","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3QXNC7EIPJ5UHAAMOQGDP4TCLCD09D","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:25:04 PST 2020","Sun Nov 08 19:25:16 PST 2020","Wed Nov 11 19:25:16 PST 2020","Wed Nov 11 19:25:28 PST 2020","","","12","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you please share your code ?","{}","0","1"
"3ZICQFRS31S4220V6GI2J73BI2IZZB","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3ZR9AIQJUCJTK44A7VKM8WIWZKZ04H","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:21:43 PST 2020","Sun Nov 08 19:21:49 PST 2020","Wed Nov 11 19:21:49 PST 2020","Wed Nov 11 19:22:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","0","1"
"39KMGHJ4RZKAYWOFYSSI79X3IOH00T","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3D8YOU6S9FUNFDK4OQRLU1QHB096UB","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:26:40 PST 2020","Sun Nov 08 19:26:46 PST 2020","Wed Nov 11 19:26:46 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","can you please share your code ?","{}","0","1"
"3VO4XFFP15WC40TY0P761UY836L7QY","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3M23Y66PO3H700S0ZLWLF08TQ3O6SV","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:24:25 PST 2020","Sun Nov 08 19:24:37 PST 2020","Wed Nov 11 19:24:37 PST 2020","Wed Nov 11 19:25:28 PST 2020","","","12","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","try ` <unk> ( ) ` instead of ` <unk> `","{}","0","0"
"301KG0KX9CVS56XPBN3HWPPZ1332HH","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3TEM0PF1Q676K0N306LFB0C2CXS0DU","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:27:16 PST 2020","Sun Nov 08 19:27:23 PST 2020","Wed Nov 11 19:27:23 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","can you please share your code ?","{}","0","1"
