"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Answer.Comments","Answer.information_need_code","Answer.information_need_env","Answer.information_need_goal","Answer.information_need_ner","Answer.information_need_rephrase","Answer.information_need_results","Approve","Reject"
"3S8APUMBJXT2FN6FZQ8SUXGQEN9BFL","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3PIWWX1FJKGQPSOHWAHWW3MBGPAJJB","A114SLF6QMZ0O7","Submitted","Wed Oct 28 13:59:45 PDT 2020","Wed Oct 28 13:59:57 PDT 2020","Sat Oct 31 13:59:57 PDT 2020","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","post_0","what is difference between .ssh and .ssh2 directories why i have both in home directory ? is this just different versiosn and one can be deletec ? when i generate ssh public/private key with programssh-keygen , which is used ?","{}","","","","","",""
"3R0WOCG21MJKD21P8BUXBN5TRV0DUT","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3TPZPLC3M1MBQPPQO2UTDSRYTRTP34","A114SLF6QMZ0O7","Submitted","Wed Oct 28 10:11:10 PDT 2020","Wed Oct 28 10:11:39 PDT 2020","Sat Oct 31 10:11:39 PDT 2020","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","post_1","how can i feed a file into a program that reads stdin ( on windows command line ) ? i have a program p that processes stdin . how can i feed a file into this program from the windows command line ? p < filename does not work . filename | p filename > p does not work either .","{}","","","","","","1"
"373L46LKP7GJDSW5OTC68YR8UOZJKG","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","33SA9F9TRY44KW2OP8PKOD3RDDMWEX","A114SLF6QMZ0O7","Submitted","Wed Oct 28 11:11:25 PDT 2020","Wed Oct 28 11:12:19 PDT 2020","Sat Oct 31 11:12:19 PDT 2020","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","post_2","rename multiple files preface : i am an absolute novice with linux , please do n't judge strictly.i have a directory containing several images ( over 100 ) of a .pnm extension . i wish to rename them in such a sense , that their names should be `` img1.pnm '' , `` img2.pnm '' , `` img3.pnm '' , etc . so they should have a common part in their names '' img '' and different indicies running from `` 1 '' .how can i do this ?","{}","","","5","","",""
"3CMV9YRYP3BUXYEN9TO7NY4NJO4JLJ","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3OWEPKL08AMTONE0AZKRMKYJYEFN7C","A114SLF6QMZ0O7","Submitted","Wed Oct 28 15:03:37 PDT 2020","Wed Oct 28 15:04:07 PDT 2020","Sat Oct 31 15:04:07 PDT 2020","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","post_3","`` configure : error : invalid variable name : `prefix ' '' while runing configure jay @ ubuntu : ~/downloads/systemc-2.3.1/objdir $ sudo ../configure prefix=/usr/local/systemc-2.2 configure : error : invalid variable name : `prefix '","{}","0","","5","3","4",""
"32K26U12DNYKQHQPD142797C529DVI","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3RSDURM96BW891XO49789AO7OLNEYF","A114SLF6QMZ0O7","Submitted","Wed Oct 28 14:26:32 PDT 2020","Wed Oct 28 14:26:48 PDT 2020","Sat Oct 31 14:26:48 PDT 2020","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how do i extract several still images from the video file using command line ? video files are in wmv , but also having avi and rm support would be great","{}","","","","","",""
"3VW0145YLYME3GW895PMNBJCJTUJML","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3A1PQ49WVIRN35DNIL85GQAA9G6H10","A114SLF6QMZ0O7","Submitted","Wed Oct 28 14:09:25 PDT 2020","Wed Oct 28 14:10:01 PDT 2020","Sat Oct 31 14:10:01 PDT 2020","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","post_5","change thunderbird 's icon while running i 'm searching a way totemporarilychange the icon of an application ( thunderbird in my case ) while it 's running . i tried a dozen of addons , but none if them did the job . is there a way to code this ? ps : pidgin 's im window does it all the time , maybe we could steal their way ?","{}","0","","5","","4",""
"3K1H3NEY7L918K0UO65G7842INLGDW","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3ZGVPD4G6URA3APQQQYMM3XAXPDTZA","A114SLF6QMZ0O7","Submitted","Wed Oct 28 11:14:58 PDT 2020","Wed Oct 28 11:15:20 PDT 2020","Sat Oct 31 11:15:20 PDT 2020","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","post_6","what is the actual function of windows services ? i 'm doing a uk a level it course and i just wanted to know what the actual function of windows services are.i know they are background processes , that do n't need user intervention but what do they actually do ?","{}","","","","","",""
"3MQKOF1EE2YX56QU3B9YTBQQCBBDWS","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3Z4XG4ZF49120VXNMAZ6YMLCBCUX8S","A114SLF6QMZ0O7","Submitted","Wed Oct 28 11:36:50 PDT 2020","Wed Oct 28 11:37:35 PDT 2020","Sat Oct 31 11:37:35 PDT 2020","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","post_7","debian : cron job not firing i have a cron-job , which is just a script , clearing directories , which accumulate files over time . unfortunately , it is not firing . any idea why . i have created the cron-job using cronmaker.com . how do i know it was not fired , because it is set to fire every night , yet there are old files in it . output of crontab -e 0 0 3 1/1 * ? * ./home/deploy/scripts/clearzip.sh thank you for your help .","{}","0","","","","","1"
"3RDTX9JRTYB6C1CCJNWKFZ8JSZN975","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3FTYUGLFSVV5F794XCRRSV8TT4I5DX","A114SLF6QMZ0O7","Submitted","Wed Oct 28 11:44:28 PDT 2020","Wed Oct 28 11:44:42 PDT 2020","Sat Oct 31 11:44:42 PDT 2020","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","post_8","extend partition in kvm i want to extend my qcow2 image file , we have install windows machine on it . below are the steps we performed . virt-filesystems -- long -h -- all -a windows-7-64.qcow2 truncate -s windows-7-64.qcow2 windows-7-64.qcow2.new truncate -s +5g windows-7-64.qcow2.new virt-resize -- expand /dev/sda2 windows-7-64.qcow2 windows-7-64.qcow2.new and finally i rename my windows-7-64.qcow2.new qcow2 image to existing image but it is not working . please help","{}","","","","","","1"
"3TZ0XG8CBUUACFHVTSOQTZ4E3JT98S","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3G0WWMR1UWU3U5JF6YTXMBFE346QNC","A114SLF6QMZ0O7","Submitted","Wed Oct 28 10:18:51 PDT 2020","Wed Oct 28 10:23:26 PDT 2020","Sat Oct 31 10:23:26 PDT 2020","","","","275","0% (0/0)","0% (0/0)","0% (0/0)","post_9","ssh into my mac from my ipod ok so this is what i got , but it do n't look right ... note that localhost is a variable ip i forward some port or the other to my dns : ssh -r 19999 : localhost:22 sourceuser @ remotehost connect to my remotehost from my machine : ssh sourceuser @ remotehost and then connect to the port i forwarded : ssh localhost -p 19999 second question , there are a bunch of ssh clients for the iphone . which one should i use ?","{}","0","","","","",""
"3NQUW096N6I5RM1ENHXUY4QKNJSL9Q","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:52 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:52 PST 2020","","","3JJVG1YBEC7C0ABKJG0LX5KTQJ65BQ","A114SLF6QMZ0O7","Submitted","Wed Oct 28 11:36:35 PDT 2020","Wed Oct 28 11:36:50 PDT 2020","Sat Oct 31 11:36:50 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","post_10","maven 2 mysteriously showing up in $ path i 'm upgrading to maven 3 but have hit a small snag in that maven 2 is mysteriously showing up in mypathvariable . i 've checked~/.bashrc , ~/.profile , /etc/bash.bashrc , /etc/environment , /etc/profileand ca n't find it anywhere . what am i missing ?","{}","","2","","","",""
"3UQ1LLR26AIJW5BJFNBUUZ14T1ALA5","3XMLB3JQD6IW1D42WD8HB952FSU0K7","Information needs of a post","Given a post, judge the information needs of the user who has posted it","QA, question answering, clarification","$0.03","Wed Oct 28 10:03:53 PDT 2020","1","BatchId:298213;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 09:03:53 PST 2020","","","3YT88D1N098AFYSABAPLHB5ZZHO3KI","A114SLF6QMZ0O7","Submitted","Wed Oct 28 12:17:03 PDT 2020","Wed Oct 28 12:17:25 PDT 2020","Sat Oct 31 12:17:25 PDT 2020","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","post_11","wireless connection error error 105 ( net : :err_name_not_resolved ) : the server could not be found.i am trying to understand and debug the above error . i am able to connect to wireless from my ubuntu , but not able to browse . i am using chrome . it works on windows though . what am i doing wrong ?","{}","","","5","","",""
