"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3EHVO81VN5VLGLFTSJ33R6FU9XRH1H","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:54 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:54 PST 2020","","","3EFVCAY5L4J15BSY56K57DDX0F1J8E","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:59:10 PST 2020","Sun Nov 08 21:59:15 PST 2020","Wed Nov 11 21:59:15 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you please share your code ?","{}","1"
"38EHZ67RIM24CE671Z4JQYRWS89MGV","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:54 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:54 PST 2020","","","33NF62TLXKCL0CUZEVH8XIMOVFVKJY","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:59:33 PST 2020","Sun Nov 08 21:59:35 PST 2020","Wed Nov 11 21:59:35 PST 2020","Wed Nov 11 22:00:28 PST 2020","","","2","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","can you share your code ?","{}","1"
"3PA41K45VNER4OSJ0CSH1P8YYA1P7R","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:54 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:54 PST 2020","","","3M0BCWMB8W66DTQ4FHNUN5X6AHVBW0","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:26 PST 2020","Sun Nov 08 21:57:29 PST 2020","Wed Nov 11 21:57:29 PST 2020","Wed Nov 11 21:58:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","1"
"3BDORL6HKKNISI3U4L4HM60R03GRCE","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3180JW2OT5MIIT9W78D2VT36YP0J5C","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:28 PST 2020","Sun Nov 08 21:58:31 PST 2020","Wed Nov 11 21:58:31 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you please share your code ?","{}","1"
"301KG0KX9CVS56XPBN3HWPPZ135H2Y","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3Z2R0DQ0JIOI8G4HBO0D06N297DE2L","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:54:25 PST 2020","Sun Nov 08 21:54:29 PST 2020","Wed Nov 11 21:54:29 PST 2020","Wed Nov 11 21:55:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","do you want to create a new theme ?","{}","1"
"3KQC8JMJGC2HQOT8FNHMFZUR7H5H39","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3KMS4QQVK305VA83V5QNIKUW28EKFV","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:20 PST 2020","Sun Nov 08 21:57:26 PST 2020","Wed Nov 11 21:57:26 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you please share your code ?","{}","1"
"30Y6N4AHYP6SXA984HZS6CI9L3SRDE","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3B2X28YI3XP8JEBYOZAQPBYTMF26BU","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:31 PST 2020","Sun Nov 08 21:58:33 PST 2020","Wed Nov 11 21:58:33 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","2","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","1"
"39I4RL8QGJR28KCCF1M5P4MXLH1H4U","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3OXV7EAXLF03GJ7L96VK7S0HYNP633","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:54:43 PST 2020","Sun Nov 08 21:54:46 PST 2020","Wed Nov 11 21:54:46 PST 2020","Wed Nov 11 21:55:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","can you please share your code ?","{}","1"
"3RIHDBQ1NE8ICA1IL5M1BY3X78MMHU","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3G5W44VEU8SB9A4Y6PW505U83NEKGU","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:34 PST 2020","Sun Nov 08 21:58:37 PST 2020","Wed Nov 11 21:58:37 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","try ` <unk> ( ) ` instead of ` <unk> `","{}","1"
"3LG268AV38GXPGN80CACCU0ULFTRE7","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:55 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:55 PST 2020","","","3LRLIPTPERJAZJRVKP4V4JJ55S1KAI","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:54:35 PST 2020","Sun Nov 08 21:54:39 PST 2020","Wed Nov 11 21:54:39 PST 2020","Wed Nov 11 21:55:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","can you please share your code ?","{}","1"
