"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3EAWOID6MT7QRXPV1PG7S2NTBEH0VV","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:04 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:04 PST 2020","","","3XLBSAQ9Z5MN5CSJDNVLH75S8SSZ7A","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:48:20 PDT 2020","Fri Oct 30 17:48:37 PDT 2020","Mon Nov 02 16:48:37 PST 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you please add the code you are using ?","{}","1"
"3G3AJKPCXL2OUF21P1QTB4H0A7Z4YO","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:04 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:04 PST 2020","","","39PAAFCODNATUQKGPT9J1XKE9EDTVG","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:39:46 PDT 2020","Fri Oct 30 17:39:56 PDT 2020","Mon Nov 02 16:39:56 PST 2020","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","can you add the code you are using ?","{}","1"
"39N6W9XWRDX46VVLK2SUKTE30C7YG4","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:04 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:04 PST 2020","","","3HVVDCPGTF2AYKFLU4W38WO8RVFTYP","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:49:42 PDT 2020","Fri Oct 30 17:50:18 PDT 2020","Mon Nov 02 16:50:18 PST 2020","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you please share your code here ?","{}","1"
"301KG0KX9CVS56XPBN3HWPPZ0XQ2HR","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3TVSS0C0E2A69FKLF3EFNZ3SGNFTWQ","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:47:02 PDT 2020","Fri Oct 30 17:47:15 PDT 2020","Mon Nov 02 16:47:15 PST 2020","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you show us your code ?","{}","0"
"3T8DUCXY0NGTAZ9JWQZLKV01HXUT9J","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3DBQWDE4Y78E1J0HM65UO0KN78PN52","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:23:49 PDT 2020","Fri Oct 30 17:23:55 PDT 2020","Mon Nov 02 16:23:55 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","you mean like this ?","{}","0"
"3YGE63DIN8736MP0RZL3E467INJ0W5","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3EJPLAJKENQ41CEEUDQTBT5WDH8Z6B","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:47:51 PDT 2020","Fri Oct 30 17:48:08 PDT 2020","Mon Nov 02 16:48:08 PST 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","did you clear cache ?","{}","1"
"3SR6AEG6W53I6RQW48AC5TQ4FCKYH3","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3X31TUMD7YWPP1WD96N38I3HQXKL1G","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:29:43 PDT 2020","Fri Oct 30 17:30:03 PDT 2020","Mon Nov 02 16:30:03 PST 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","do you want to get the url of the form ?","{}","1"
"34YWR3PJ28KIVMUQ14HPGNKERPP0XY","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3JPSL1DZ5T9B7PCYH2WBWB09ZMQNA8","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:45:29 PDT 2020","Fri Oct 30 17:45:42 PDT 2020","Mon Nov 02 16:45:42 PST 2020","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","can you show me your code ?","{}","0"
"3ZXNP4Z39RV1D3DL8KZAK8ZESUL7LJ","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:05 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:05 PST 2020","","","3X3OR7WPZ0A701GY8RWINSQP43QL80","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:46:33 PDT 2020","Fri Oct 30 17:46:42 PDT 2020","Mon Nov 02 16:46:42 PST 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what is the output of ` &ltunk&gt ` ?","{}","0"
"3VO4XFFP15WC40TY0P761UY82087Q8","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Fri Oct 30 17:11:28 PDT 2020","1","BatchId:298515;OriginalHitTemplateId:920937243;","3600","259200","Thu Nov 19 16:11:28 PST 2020","","","3GS6S824SR78E2F1I7S3E0X0R5TWNS","A114SLF6QMZ0O7","Submitted","Fri Oct 30 17:50:18 PDT 2020","Fri Oct 30 17:50:31 PDT 2020","Mon Nov 02 16:50:31 PST 2020","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","you mean you want to call it ?","{}","0"
