"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.information_need_code","Answer.information_need_rephrase","Approve","Reject"
"3IV1AEQ4DRNZIRU4F4F3ITIHZOHJ89","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3LOZAJ85YENREGVY6TQ5OV89PC42XW","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:33:51 PDT 2020","Wed Oct 28 19:33:53 PDT 2020","Sat Oct 31 19:33:53 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you please share your code ?","{}","",""
"3OYHVNTV5T8XE3N2464BGU8UTILOKG","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3ON104KXQL6MSU5V02D7FRR00OU4W1","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:32:26 PDT 2020","Wed Oct 28 19:32:27 PDT 2020","Sat Oct 31 19:32:27 PDT 2020","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","can you share your code ?","{}","",""
"3ATYLI1PRTC23JHKML4ZFF8HETLOJH","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","36AHBNMV1SM3HVJO8EWO3S6MO9MYD6","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:34:28 PDT 2020","Wed Oct 28 19:34:29 PDT 2020","Sat Oct 31 19:34:29 PDT 2020","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","",""
"3UAU495MII2BHZSEYK8DMHHSV9JUOJ","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3ATPCQ38J9K5JOGCO45MDRYG36PYA4","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:33:58 PDT 2020","Wed Oct 28 19:33:59 PDT 2020","Sat Oct 31 19:33:59 PDT 2020","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you please share your code ?","{}","",""
"3UQ1LLR26AIJW5BJFNBUUZ14T1MLAH","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","34FNN24DCNJ8DI4VT8E55GIUBSOY5Y","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:31:24 PDT 2020","Wed Oct 28 19:31:27 PDT 2020","Sat Oct 31 19:31:27 PDT 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","do you want to create a new theme ?","{}","",""
"32LAQ1JNT9ZRURXMU1UCGRNFUH0TU4","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3U5JL4WY5LJ1HUALA79THA579Q04XU","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:33:54 PDT 2020","Wed Oct 28 19:33:55 PDT 2020","Sat Oct 31 19:33:55 PDT 2020","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you please share your code ?","{}","",""
"3T2EL38U0MU6JFZPI2B4VTBW4SIQXF","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3K3R2QNK8CDAXWM2MXUXEBHJ10X9U3","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:34:05 PDT 2020","Wed Oct 28 19:34:07 PDT 2020","Sat Oct 31 19:34:07 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","",""
"3BKZLF990Z9VJKPZNYX6E7I56YCQYL","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3QY7M81QH8WSGHTXDMSBUSHF4JB7KS","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:31:11 PDT 2020","Wed Oct 28 19:31:15 PDT 2020","Sat Oct 31 19:31:15 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","can you please share your code ?","{}","",""
"3T5ZXGO9DEYVOAZ4JKZPSER7CSGQZC","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","39L1G8WVWR189X6O30J3CW90QBP13E","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:32:43 PDT 2020","Wed Oct 28 19:33:47 PDT 2020","Sat Oct 31 19:33:47 PDT 2020","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","try ` &ltunk&gt ( ) ` instead of ` &ltunk&gt `","{}","0",""
"3MG8450X2OKT2Z4FDKLSBHMI5EFUP0","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Wed Oct 28 19:30:08 PDT 2020","1","BatchId:298289;OriginalHitTemplateId:920937243;","3600","259200","Tue Nov 17 18:30:08 PST 2020","","","3T111IHZ5F0IH4ULI3ZS90UZU1T9RZ","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:32:30 PDT 2020","Wed Oct 28 19:32:32 PDT 2020","Sat Oct 31 19:32:32 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","can you please share your code ?","{}","",""
