"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3AQN9REUTFQ1UBLUICRME8B6NK8DYQ","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3LEP4MGT3HA74NQDYMI4VH8L307BD7","A114SLF6QMZ0O7","Submitted","Thu Oct 29 18:15:04 PDT 2020","Thu Oct 29 18:15:17 PDT 2020","Sun Nov 01 17:15:17 PST 2020","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you please share your code ?","{}","1"
"3QGHA0EA0JA4Q9SAPFISYL2Q9RWBWI","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3WT783CTPCRXZVKZYQNTBBQ3I0VCB8","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:34:49 PDT 2020","Thu Oct 29 20:35:00 PDT 2020","Sun Nov 01 19:35:00 PST 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","can you share your code ?","{}","1"
"3SBNLSTU6UF1Z1VZEYT5SFK8TECDZH","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3PB5A5BD0WGNEVXENV7WW0PMX2WG70","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:16:49 PDT 2020","Thu Oct 29 20:17:08 PDT 2020","Sun Nov 01 19:17:08 PST 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","1"
"3NQUW096N6I5RM1ENHXUY4QKNKP9LD","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3IJXV6UZ1YTBS5NOMX55MTT2DRIIRT","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:21:36 PDT 2020","Thu Oct 29 20:25:53 PDT 2020","Sun Nov 01 19:25:53 PST 2020","","","","257","0% (0/0)","0% (0/0)","0% (0/0)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you please share your code ?","{}","0"
"3ICOHX7ENCL9PM396ZRXSYZ7BJUE0J","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","369J354OFEK4AVJ94L24QMPQ2RCG61","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:15:04 PDT 2020","Thu Oct 29 20:15:23 PDT 2020","Sun Nov 01 19:15:23 PST 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","do you want to create a new theme ?","{}","1"
"3HY86PZXPYS9WBOR2IVX63IHGB0E1M","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3LWJHTCVCDWR6D6Y8AAKE6651DOFQY","A114SLF6QMZ0O7","Submitted","Thu Oct 29 18:12:58 PDT 2020","Thu Oct 29 18:14:38 PDT 2020","Sun Nov 01 17:14:38 PST 2020","","","","100","0% (0/0)","0% (0/0)","0% (0/0)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","0"
"360ZO6N6J1TPX4JZNTY9YH59NPF9MF","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3L70J4KAZHW2LDLLS8I806OFLIMDAE","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:19:53 PDT 2020","Thu Oct 29 20:20:01 PDT 2020","Sun Nov 01 19:20:01 PST 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","can you please share your code ?","{}","0"
"356TQKY9XF76YWT2EVQ6F3D88U278D","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3MYYFCXHJ4HQV8FVLX9PTO5C606G4G","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:13:21 PDT 2020","Thu Oct 29 20:13:28 PDT 2020","Sun Nov 01 19:13:28 PST 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","try ` &ltunk&gt ( ) ` instead of ` &ltunk&gt `","{}","0"
"3RDTX9JRTYB6C1CCJNWKFZ8JS0K792","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","3WT783CTPCRXZVKZYQNTBBQ3I0VBC7","A114SLF6QMZ0O7","Submitted","Thu Oct 29 18:14:47 PDT 2020","Thu Oct 29 18:15:00 PDT 2020","Sun Nov 01 17:15:00 PST 2020","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","can you please share your code ?","{}","0"
"3G5RUKN2ECDVFM4ZZUD9BWU9SFP9NF","3TTNVROHECI206X359QNVOLDV352TZ","Is a question a clarification?","Give us your opinion about our products","question answering, QA, clarification","$0.03","Thu Oct 29 18:08:01 PDT 2020","1","BatchId:298408;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 17:08:01 PST 2020","","","317HQ483I82QD7VWTQOOD9OSCUTIN5","A114SLF6QMZ0O7","Submitted","Thu Oct 29 20:14:47 PDT 2020","Thu Oct 29 20:15:04 PDT 2020","Sun Nov 01 19:15:04 PST 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you please share your code ?","{}","1"
